Entity,Code,Year,Productivity (PWT 9.1 (2019))
Argentina,ARG,1950,3.1323583
Argentina,ARG,1951,3.1537223
Argentina,ARG,1952,2.8275332
Argentina,ARG,1953,2.963201
Argentina,ARG,1954,3.0450959
Argentina,ARG,1955,3.2100456
Argentina,ARG,1956,3.2442515
Argentina,ARG,1957,3.3627226
Argentina,ARG,1958,3.5632772
Argentina,ARG,1959,3.305795
Argentina,ARG,1960,3.5032043
Argentina,ARG,1961,3.5834718
Argentina,ARG,1962,3.6150167
Argentina,ARG,1963,3.4547565
Argentina,ARG,1964,3.5960059
Argentina,ARG,1965,4.0012131
Argentina,ARG,1966,4.0533223
Argentina,ARG,1967,4.1533222
Argentina,ARG,1968,4.2373619
Argentina,ARG,1969,4.6145616
Argentina,ARG,1970,4.7078919
Argentina,ARG,1971,4.8136106
Argentina,ARG,1972,4.8590355
Argentina,ARG,1973,5.0915828
Argentina,ARG,1974,5.1528296
Argentina,ARG,1975,5.0658374
Argentina,ARG,1976,5.0872693
Argentina,ARG,1977,5.3133326
Argentina,ARG,1978,5.203927
Argentina,ARG,1979,5.4606805
Argentina,ARG,1980,5.4924817
Argentina,ARG,1981,5.5658088
Argentina,ARG,1982,5.7907901
Argentina,ARG,1983,6.1241703
Argentina,ARG,1984,6.4134645
Argentina,ARG,1985,6.2528167
Argentina,ARG,1986,6.801054
Argentina,ARG,1987,7.1421461
Argentina,ARG,1988,7.5077691
Argentina,ARG,1989,7.210247
Argentina,ARG,1990,7.9278641
Argentina,ARG,1991,9.1064196
Argentina,ARG,1992,10.624586
Argentina,ARG,1993,12.120313
Argentina,ARG,1994,13.41672
Argentina,ARG,1995,15.668852
Argentina,ARG,1996,19.797655
Argentina,ARG,1997,18.918245
Argentina,ARG,1998,18.077232
Argentina,ARG,1999,16.997791
Argentina,ARG,2000,17.088823
Argentina,ARG,2001,16.888453
Argentina,ARG,2002,16.212681
Argentina,ARG,2003,16.699135
Argentina,ARG,2004,16.864653
Argentina,ARG,2005,17.18429
Argentina,ARG,2006,17.67194
Argentina,ARG,2007,18.664129
Argentina,ARG,2008,19.550049
Argentina,ARG,2009,18.543003
Argentina,ARG,2010,20.23
Argentina,ARG,2011,21.44911
Argentina,ARG,2012,21.437298
Argentina,ARG,2013,21.548719
Argentina,ARG,2014,21.15003
Argentina,ARG,2015,21.29937
Argentina,ARG,2016,21.183163
Argentina,ARG,2017,21.749641
Australia,AUS,1950,13.322768
Australia,AUS,1951,12.820562
Australia,AUS,1952,12.497678
Australia,AUS,1953,14.030227
Australia,AUS,1954,14.992547
Australia,AUS,1955,15.641343
Australia,AUS,1956,15.745474
Australia,AUS,1957,15.792577
Australia,AUS,1958,17.090656
Australia,AUS,1959,18.153866
Australia,AUS,1960,18.05427
Australia,AUS,1961,18.552853
Australia,AUS,1962,19.15642
Australia,AUS,1963,19.981464
Australia,AUS,1964,20.298876
Australia,AUS,1965,19.985029
Australia,AUS,1966,20.664099
Australia,AUS,1967,20.986965
Australia,AUS,1968,22.093
Australia,AUS,1969,23.179087
Australia,AUS,1970,23.250698
Australia,AUS,1971,23.88142
Australia,AUS,1972,24.58086
Australia,AUS,1973,25.215528
Australia,AUS,1974,23.592522
Australia,AUS,1975,24.323568
Australia,AUS,1976,24.920927
Australia,AUS,1977,25.126692
Australia,AUS,1978,26.238943
Australia,AUS,1979,26.66614
Australia,AUS,1980,26.848894
Australia,AUS,1981,28.003149
Australia,AUS,1982,27.646475
Australia,AUS,1983,29.969896
Australia,AUS,1984,29.874096
Australia,AUS,1985,29.848671
Australia,AUS,1986,29.151663
Australia,AUS,1987,30.814905
Australia,AUS,1988,31.502882
Australia,AUS,1989,31.221367
Australia,AUS,1990,31.074718
Australia,AUS,1991,31.9223
Australia,AUS,1992,33.419811
Australia,AUS,1993,34.15519
Australia,AUS,1994,34.381001
Australia,AUS,1995,34.892288
Australia,AUS,1996,36.566433
Australia,AUS,1997,38.199703
Australia,AUS,1998,39.136868
Australia,AUS,1999,40.284904
Australia,AUS,2000,40.52187
Australia,AUS,2001,42.122478
Australia,AUS,2002,42.412212
Australia,AUS,2003,43.462162
Australia,AUS,2004,44.333633
Australia,AUS,2005,45.976162
Australia,AUS,2006,46.081429
Australia,AUS,2007,45.908466
Australia,AUS,2008,47.30357
Australia,AUS,2009,47.501831
Australia,AUS,2010,50.50304
Australia,AUS,2011,52.322773
Australia,AUS,2012,52.503056
Australia,AUS,2013,53.549725
Australia,AUS,2014,54.28088
Australia,AUS,2015,51.537594
Australia,AUS,2016,54.122646
Australia,AUS,2017,54.590942
Austria,AUT,1950,5.9696288
Austria,AUT,1951,6.162632
Austria,AUT,1952,6.4790483
Austria,AUT,1953,6.8858743
Austria,AUT,1954,7.1864848
Austria,AUT,1955,7.5257998
Austria,AUT,1956,7.8418093
Austria,AUT,1957,8.0817518
Austria,AUT,1958,8.3513241
Austria,AUT,1959,8.5183754
Austria,AUT,1960,8.9745646
Austria,AUT,1961,9.4762421
Austria,AUT,1962,9.8458424
Austria,AUT,1963,10.383104
Austria,AUT,1964,10.973978
Austria,AUT,1965,11.466452
Austria,AUT,1966,12.227798
Austria,AUT,1967,12.888776
Austria,AUT,1968,13.711351
Austria,AUT,1969,14.518495
Austria,AUT,1970,15.88798
Austria,AUT,1971,16.59812
Austria,AUT,1972,17.305473
Austria,AUT,1973,18.008989
Austria,AUT,1974,17.65505
Austria,AUT,1975,18.503149
Austria,AUT,1976,18.938335
Austria,AUT,1977,19.471764
Austria,AUT,1978,19.948812
Austria,AUT,1979,20.318121
Austria,AUT,1980,20.369226
Austria,AUT,1981,21.193405
Austria,AUT,1982,21.373768
Austria,AUT,1983,21.87994
Austria,AUT,1984,21.847567
Austria,AUT,1985,22.344339
Austria,AUT,1986,23.38624
Austria,AUT,1987,24.417728
Austria,AUT,1988,25.874746
Austria,AUT,1989,26.74239
Austria,AUT,1990,27.954485
Austria,AUT,1991,28.820869
Austria,AUT,1992,30.511366
Austria,AUT,1993,31.410557
Austria,AUT,1994,32.901096
Austria,AUT,1995,34.834599
Austria,AUT,1996,34.784927
Austria,AUT,1997,36.095364
Austria,AUT,1998,37.60099
Austria,AUT,1999,38.359661
Austria,AUT,2000,40.138851
Austria,AUT,2001,39.229034
Austria,AUT,2002,40.157379
Austria,AUT,2003,41.077126
Austria,AUT,2004,42.398453
Austria,AUT,2005,46.62809
Austria,AUT,2006,47.237778
Austria,AUT,2007,48.215248
Austria,AUT,2008,49.313515
Austria,AUT,2009,48.581207
Austria,AUT,2010,49.893505
Austria,AUT,2011,50.874996
Austria,AUT,2012,52.943409
Austria,AUT,2013,52.703903
Austria,AUT,2014,54.838917
Austria,AUT,2015,56.620911
Austria,AUT,2016,56.392387
Austria,AUT,2017,57.436661
Bangladesh,BGD,1970,1.8953897
Bangladesh,BGD,1971,1.8983259
Bangladesh,BGD,1972,1.8334224
Bangladesh,BGD,1973,1.5848912
Bangladesh,BGD,1974,1.6094662
Bangladesh,BGD,1975,1.5162408
Bangladesh,BGD,1976,1.6680732
Bangladesh,BGD,1977,1.7533752
Bangladesh,BGD,1978,1.766281
Bangladesh,BGD,1979,1.8315349
Bangladesh,BGD,1980,1.7852416
Bangladesh,BGD,1981,1.7565951
Bangladesh,BGD,1982,1.6860377
Bangladesh,BGD,1983,1.6515626
Bangladesh,BGD,1984,1.7403839
Bangladesh,BGD,1985,1.7978721
Bangladesh,BGD,1986,1.8405169
Bangladesh,BGD,1987,1.8032814
Bangladesh,BGD,1988,1.8451234
Bangladesh,BGD,1989,2.0238979
Bangladesh,BGD,1990,1.9992708
Bangladesh,BGD,1991,1.9661965
Bangladesh,BGD,1992,1.9744751
Bangladesh,BGD,1993,1.9771698
Bangladesh,BGD,1994,2.0216656
Bangladesh,BGD,1995,2.0671575
Bangladesh,BGD,1996,2.0779238
Bangladesh,BGD,1997,2.0096374
Bangladesh,BGD,1998,1.937279
Bangladesh,BGD,1999,1.8294529
Bangladesh,BGD,2000,1.84047
Bangladesh,BGD,2001,1.9230654
Bangladesh,BGD,2002,2.0537422
Bangladesh,BGD,2003,2.1522231
Bangladesh,BGD,2004,2.0759661
Bangladesh,BGD,2005,2.0427415
Bangladesh,BGD,2006,2.1174192
Bangladesh,BGD,2007,2.2973101
Bangladesh,BGD,2008,2.5062399
Bangladesh,BGD,2009,2.6503162
Bangladesh,BGD,2010,2.94453
Bangladesh,BGD,2011,3.2647588
Bangladesh,BGD,2012,3.162133
Bangladesh,BGD,2013,3.3607697
Bangladesh,BGD,2014,3.4916494
Bangladesh,BGD,2015,3.6578555
Bangladesh,BGD,2016,3.7545421
Bangladesh,BGD,2017,3.9739883
Barbados,BRB,1991,27.340712
Barbados,BRB,1992,29.273386
Barbados,BRB,1993,30.164011
Barbados,BRB,1994,28.45512
Barbados,BRB,1995,28.198967
Barbados,BRB,1996,30.013926
Barbados,BRB,1997,30.543013
Barbados,BRB,1998,27.105417
Barbados,BRB,1999,26.935707
Barbados,BRB,2000,25.979296
Barbados,BRB,2001,23.152149
Belgium,BEL,1950,8.6786203
Belgium,BEL,1951,9.0527563
Belgium,BEL,1952,9.2655239
Belgium,BEL,1953,9.5683317
Belgium,BEL,1954,10.024344
Belgium,BEL,1955,10.478901
Belgium,BEL,1956,10.809063
Belgium,BEL,1957,10.965244
Belgium,BEL,1958,10.985106
Belgium,BEL,1959,11.47072
Belgium,BEL,1960,11.852278
Belgium,BEL,1961,12.48473
Belgium,BEL,1962,13.036123
Belgium,BEL,1963,13.52477
Belgium,BEL,1964,14.355681
Belgium,BEL,1965,14.887735
Belgium,BEL,1966,15.335458
Belgium,BEL,1967,16.083799
Belgium,BEL,1968,16.881472
Belgium,BEL,1969,17.735731
Belgium,BEL,1970,18.879803
Belgium,BEL,1971,19.582233
Belgium,BEL,1972,21.121284
Belgium,BEL,1973,22.739283
Belgium,BEL,1974,23.857542
Belgium,BEL,1975,24.089537
Belgium,BEL,1976,25.782715
Belgium,BEL,1977,26.630163
Belgium,BEL,1978,27.906719
Belgium,BEL,1979,28.773849
Belgium,BEL,1980,31.193539
Belgium,BEL,1981,30.662487
Belgium,BEL,1982,30.300247
Belgium,BEL,1983,29.649204
Belgium,BEL,1984,29.181053
Belgium,BEL,1985,27.468054
Belgium,BEL,1986,29.570097
Belgium,BEL,1987,31.264128
Belgium,BEL,1988,33.354702
Belgium,BEL,1989,33.959206
Belgium,BEL,1990,34.837952
Belgium,BEL,1991,36.063713
Belgium,BEL,1992,37.993351
Belgium,BEL,1993,39.598164
Belgium,BEL,1994,40.748886
Belgium,BEL,1995,41.033962
Belgium,BEL,1996,41.592304
Belgium,BEL,1997,42.932175
Belgium,BEL,1998,42.208862
Belgium,BEL,1999,43.694687
Belgium,BEL,2000,45.309151
Belgium,BEL,2001,44.999535
Belgium,BEL,2002,46.538719
Belgium,BEL,2003,48.612476
Belgium,BEL,2004,49.49155
Belgium,BEL,2005,54.604336
Belgium,BEL,2006,52.271511
Belgium,BEL,2007,52.69931
Belgium,BEL,2008,56.75782
Belgium,BEL,2009,55.784901
Belgium,BEL,2010,60.096947
Belgium,BEL,2011,59.850201
Belgium,BEL,2012,60.874744
Belgium,BEL,2013,60.601669
Belgium,BEL,2014,60.029507
Belgium,BEL,2015,58.377346
Belgium,BEL,2016,58.206379
Belgium,BEL,2017,59.649548
Brazil,BRA,1950,2.0183465
Brazil,BRA,1951,2.0136688
Brazil,BRA,1952,2.1577322
Brazil,BRA,1953,2.1518674
Brazil,BRA,1954,2.2624547
Brazil,BRA,1955,2.3556316
Brazil,BRA,1956,2.3613508
Brazil,BRA,1957,2.4894896
Brazil,BRA,1958,2.5451198
Brazil,BRA,1959,2.5776834
Brazil,BRA,1960,2.7296708
Brazil,BRA,1961,3.0353971
Brazil,BRA,1962,3.1873901
Brazil,BRA,1963,3.3214586
Brazil,BRA,1964,3.3864095
Brazil,BRA,1965,3.5131247
Brazil,BRA,1966,3.5909734
Brazil,BRA,1967,3.7938762
Brazil,BRA,1968,4.0813117
Brazil,BRA,1969,4.0495768
Brazil,BRA,1970,4.4857993
Brazil,BRA,1971,4.8023939
Brazil,BRA,1972,5.1513901
Brazil,BRA,1973,5.2654266
Brazil,BRA,1974,5.6428123
Brazil,BRA,1975,5.7889414
Brazil,BRA,1976,6.1752005
Brazil,BRA,1977,5.8081079
Brazil,BRA,1978,5.904983
Brazil,BRA,1979,6.4813375
Brazil,BRA,1980,6.6202435
Brazil,BRA,1981,6.6234407
Brazil,BRA,1982,6.4661374
Brazil,BRA,1983,6.3414092
Brazil,BRA,1984,6.3196597
Brazil,BRA,1985,6.2176189
Brazil,BRA,1986,6.9551373
Brazil,BRA,1987,6.9812369
Brazil,BRA,1988,6.8414459
Brazil,BRA,1989,6.8902206
Brazil,BRA,1990,6.5807037
Brazil,BRA,1991,7.2070551
Brazil,BRA,1992,7.4406695
Brazil,BRA,1993,7.9495263
Brazil,BRA,1994,8.8503571
Brazil,BRA,1995,10.196321
Brazil,BRA,1996,12.525192
Brazil,BRA,1997,11.974554
Brazil,BRA,1998,11.557292
Brazil,BRA,1999,10.752215
Brazil,BRA,2000,10.44435
Brazil,BRA,2001,10.375819
Brazil,BRA,2002,10.113252
Brazil,BRA,2003,9.9569731
Brazil,BRA,2004,10.033028
Brazil,BRA,2005,10.218953
Brazil,BRA,2006,10.876312
Brazil,BRA,2007,11.895355
Brazil,BRA,2008,13.056262
Brazil,BRA,2009,13.475542
Brazil,BRA,2010,15.366799
Brazil,BRA,2011,16.950859
Brazil,BRA,2012,16.957285
Brazil,BRA,2013,17.148949
Brazil,BRA,2014,16.800144
Brazil,BRA,2015,16.322033
Brazil,BRA,2016,16.182266
Brazil,BRA,2017,16.340326
Bulgaria,BGR,1995,10.877464
Bulgaria,BGR,1996,9.5132685
Bulgaria,BGR,1997,8.4673223
Bulgaria,BGR,1998,9.374527
Bulgaria,BGR,1999,11.513647
Bulgaria,BGR,2000,13.112293
Bulgaria,BGR,2001,13.425004
Bulgaria,BGR,2002,13.879546
Bulgaria,BGR,2003,13.96178
Bulgaria,BGR,2004,14.023319
Bulgaria,BGR,2005,15.207089
Bulgaria,BGR,2006,15.638757
Bulgaria,BGR,2007,16.475576
Bulgaria,BGR,2008,16.860069
Bulgaria,BGR,2009,17.045033
Bulgaria,BGR,2010,18.586483
Bulgaria,BGR,2011,19.28912
Bulgaria,BGR,2012,20.312969
Bulgaria,BGR,2013,19.902174
Bulgaria,BGR,2014,20.592684
Bulgaria,BGR,2015,21.212688
Bulgaria,BGR,2016,22.20866
Bulgaria,BGR,2017,23.260147
Cambodia,KHM,1993,1.2866514
Cambodia,KHM,1994,1.4233295
Cambodia,KHM,1995,1.484109
Cambodia,KHM,1996,1.3500617
Cambodia,KHM,1997,1.3137631
Cambodia,KHM,1998,1.1839105
Cambodia,KHM,1999,1.2092823
Cambodia,KHM,2000,1.2382288
Cambodia,KHM,2001,1.2456648
Cambodia,KHM,2002,1.2573605
Cambodia,KHM,2003,1.3115678
Cambodia,KHM,2004,1.3320304
Cambodia,KHM,2005,1.4915071
Cambodia,KHM,2006,1.5330265
Cambodia,KHM,2007,1.6654518
Cambodia,KHM,2008,1.7986577
Cambodia,KHM,2009,1.6651466
Cambodia,KHM,2010,1.7318
Cambodia,KHM,2011,1.8397888
Cambodia,KHM,2012,1.9416935
Cambodia,KHM,2013,2.1547282
Cambodia,KHM,2014,2.1629019
Cambodia,KHM,2015,2.2603822
Cambodia,KHM,2016,2.1720238
Cambodia,KHM,2017,2.2441418
Canada,CAN,1950,11.386551
Canada,CAN,1951,11.552659
Canada,CAN,1952,12.519122
Canada,CAN,1953,13.046285
Canada,CAN,1954,13.125496
Canada,CAN,1955,14.242355
Canada,CAN,1956,14.883037
Canada,CAN,1957,15.204967
Canada,CAN,1958,16.148638
Canada,CAN,1959,16.542667
Canada,CAN,1960,17.304464
Canada,CAN,1961,18.185509
Canada,CAN,1962,18.899683
Canada,CAN,1963,19.613056
Canada,CAN,1964,20.408737
Canada,CAN,1965,20.987938
Canada,CAN,1966,21.936708
Canada,CAN,1967,22.262802
Canada,CAN,1968,23.725767
Canada,CAN,1969,24.448112
Canada,CAN,1970,25.394405
Canada,CAN,1971,26.407663
Canada,CAN,1972,26.97714
Canada,CAN,1973,27.587763
Canada,CAN,1974,27.074583
Canada,CAN,1975,27.411066
Canada,CAN,1976,28.787043
Canada,CAN,1977,29.621363
Canada,CAN,1978,29.926588
Canada,CAN,1979,29.727093
Canada,CAN,1980,29.696297
Canada,CAN,1981,30.136196
Canada,CAN,1982,30.818825
Canada,CAN,1983,31.821457
Canada,CAN,1984,33.058121
Canada,CAN,1985,32.577175
Canada,CAN,1986,32.126659
Canada,CAN,1987,33.229385
Canada,CAN,1988,33.719601
Canada,CAN,1989,34.402771
Canada,CAN,1990,34.59663
Canada,CAN,1991,34.677727
Canada,CAN,1992,35.412407
Canada,CAN,1993,36.012608
Canada,CAN,1994,36.842808
Canada,CAN,1995,38.139107
Canada,CAN,1996,38.40099
Canada,CAN,1997,39.299183
Canada,CAN,1998,39.019329
Canada,CAN,1999,40.714176
Canada,CAN,2000,42.451405
Canada,CAN,2001,41.892647
Canada,CAN,2002,41.606812
Canada,CAN,2003,42.973328
Canada,CAN,2004,43.813068
Canada,CAN,2005,46.731682
Canada,CAN,2006,46.314728
Canada,CAN,2007,46.369289
Canada,CAN,2008,47.759228
Canada,CAN,2009,44.566868
Canada,CAN,2010,46.686527
Canada,CAN,2011,48.667168
Canada,CAN,2012,48.724464
Canada,CAN,2013,49.829941
Canada,CAN,2014,52.130924
Canada,CAN,2015,48.761402
Canada,CAN,2016,48.724659
Canada,CAN,2017,49.533581
Chile,CHL,1951,4.694901
Chile,CHL,1952,5.0741653
Chile,CHL,1953,5.1893678
Chile,CHL,1954,5.530427
Chile,CHL,1955,5.3936324
Chile,CHL,1956,5.2944708
Chile,CHL,1957,5.8242068
Chile,CHL,1958,6.0369315
Chile,CHL,1959,5.965313
Chile,CHL,1960,6.3290901
Chile,CHL,1961,6.0475316
Chile,CHL,1962,7.467288
Chile,CHL,1963,7.6551547
Chile,CHL,1964,7.8254557
Chile,CHL,1965,7.4524455
Chile,CHL,1966,8.2457352
Chile,CHL,1967,8.6067953
Chile,CHL,1968,8.7019596
Chile,CHL,1969,9.1971159
Chile,CHL,1970,9.2148323
Chile,CHL,1971,10.054305
Chile,CHL,1972,9.6876345
Chile,CHL,1973,9.3433104
Chile,CHL,1974,9.1872559
Chile,CHL,1975,8.0968466
Chile,CHL,1976,8.3391199
Chile,CHL,1977,8.7233276
Chile,CHL,1978,9.3342371
Chile,CHL,1979,9.9277401
Chile,CHL,1980,9.9901609
Chile,CHL,1981,10.293
Chile,CHL,1982,9.634675
Chile,CHL,1983,8.7419806
Chile,CHL,1984,8.6513767
Chile,CHL,1985,8.1381254
Chile,CHL,1986,8.0961027
Chile,CHL,1987,8.3799934
Chile,CHL,1988,8.6596832
Chile,CHL,1989,8.9777613
Chile,CHL,1990,8.9945631
Chile,CHL,1991,9.5753498
Chile,CHL,1992,10.26972
Chile,CHL,1993,10.486057
Chile,CHL,1994,11.490346
Chile,CHL,1995,13.203197
Chile,CHL,1996,13.773369
Chile,CHL,1997,14.096206
Chile,CHL,1998,13.398358
Chile,CHL,1999,13.095334
Chile,CHL,2000,13.44909
Chile,CHL,2001,13.356107
Chile,CHL,2002,13.163943
Chile,CHL,2003,13.319978
Chile,CHL,2004,14.5016
Chile,CHL,2005,16.219107
Chile,CHL,2006,18.554628
Chile,CHL,2007,19.937067
Chile,CHL,2008,19.130981
Chile,CHL,2009,19.867517
Chile,CHL,2010,21.550421
Chile,CHL,2011,23.058468
Chile,CHL,2012,24.894268
Chile,CHL,2013,24.442171
Chile,CHL,2014,25.616693
Chile,CHL,2015,25.208193
Chile,CHL,2016,25.770044
Chile,CHL,2017,25.596708
China,CHN,1970,1.6174201
China,CHN,1971,1.6632441
China,CHN,1972,1.6360638
China,CHN,1973,1.7166897
China,CHN,1974,1.7275367
China,CHN,1975,1.7514949
China,CHN,1976,1.6652614
China,CHN,1977,1.6975615
China,CHN,1978,1.865437
China,CHN,1979,1.9107265
China,CHN,1980,1.9097193
China,CHN,1981,1.8351896
China,CHN,1982,1.8814691
China,CHN,1983,1.9721537
China,CHN,1984,2.1565759
China,CHN,1985,2.3281271
China,CHN,1986,2.3524551
China,CHN,1987,2.409761
China,CHN,1988,2.4513965
China,CHN,1989,2.3255014
China,CHN,1990,2.2291055
China,CHN,1991,2.2962003
China,CHN,1992,2.4765303
China,CHN,1993,2.750895
China,CHN,1994,2.8289464
China,CHN,1995,2.9610353
China,CHN,1996,3.1225436
China,CHN,1997,3.0936859
China,CHN,1998,3.0778956
China,CHN,1999,3.2446113
China,CHN,2000,3.4473243
China,CHN,2001,3.6770813
China,CHN,2002,3.9378955
China,CHN,2003,4.106883
China,CHN,2004,4.3889828
China,CHN,2005,4.8437572
China,CHN,2006,5.2627792
China,CHN,2007,5.7209096
China,CHN,2008,6.1198874
China,CHN,2009,6.6282911
China,CHN,2010,7.5316753
China,CHN,2011,8.2591143
China,CHN,2012,8.558217
China,CHN,2013,9.01577
China,CHN,2014,9.5472193
China,CHN,2015,9.7453976
China,CHN,2016,10.073822
China,CHN,2017,10.679488
Colombia,COL,1950,4.2666082
Colombia,COL,1951,4.2727146
Colombia,COL,1952,4.4953623
Colombia,COL,1953,4.8134828
Colombia,COL,1954,5.1989989
Colombia,COL,1955,5.3169446
Colombia,COL,1956,5.3496852
Colombia,COL,1957,5.2500877
Colombia,COL,1958,5.1556659
Colombia,COL,1959,5.3723812
Colombia,COL,1960,5.5958824
Colombia,COL,1961,5.813529
Colombia,COL,1962,5.94489
Colombia,COL,1963,5.9775853
Colombia,COL,1964,6.3284445
Colombia,COL,1965,6.1964245
Colombia,COL,1966,6.336864
Colombia,COL,1967,6.368701
Colombia,COL,1968,6.5705194
Colombia,COL,1969,6.7918525
Colombia,COL,1970,7.0923982
Colombia,COL,1971,7.6380906
Colombia,COL,1972,8.1717615
Colombia,COL,1973,8.8172808
Colombia,COL,1974,9.2833366
Colombia,COL,1975,9.3414326
Colombia,COL,1976,9.6803379
Colombia,COL,1977,9.7138901
Colombia,COL,1978,10.148959
Colombia,COL,1979,10.22547
Colombia,COL,1980,10.526426
Colombia,COL,1981,10.16589
Colombia,COL,1982,10.074827
Colombia,COL,1983,10.057531
Colombia,COL,1984,10.212815
Colombia,COL,1985,9.9929991
Colombia,COL,1986,10.306991
Colombia,COL,1987,9.9441347
Colombia,COL,1988,9.9516754
Colombia,COL,1989,9.7504997
Colombia,COL,1990,9.8660517
Colombia,COL,1991,9.3109961
Colombia,COL,1992,9.6486254
Colombia,COL,1993,9.6739311
Colombia,COL,1994,9.7739553
Colombia,COL,1995,9.7689028
Colombia,COL,1996,9.7317944
Colombia,COL,1997,9.7464161
Colombia,COL,1998,9.5423279
Colombia,COL,1999,9.1415796
Colombia,COL,2000,8.8443108
Colombia,COL,2001,8.7642984
Colombia,COL,2002,8.4560556
Colombia,COL,2003,8.4356642
